SEP,Brain Type,Partial Run Supported,Partial Run Technology Type,Partial Run Technology Type ID
VD3DDetection_updateMultiframes,2FOV,False,N/A,N/A
VD3DDetection_createFriendships_SingleCamera,2FOV,False,N/A,N/A
VD3DDetection_resolveSingleCamClustersConflicts,2FOV,False,N/A,N/A
VD3DDetection_updateMultiframes,2FOV,False,N/A,N/A
VD3DDetection_collectMFs_fromAllCameras,2FOV,False,N/A,N/A
VD3DDetection_MF_populate_2D_candidates,2FOV,False,N/A,N/A
vclInjectVD3DpriorityTargetsAsSFs,2FOV,False,N/A,N/A
vclCollectFinalSf,2FOV,False,N/A,N/A
VD3DDetection_MF_collectWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_collectWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_collectWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoBackbone,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoTrackParams,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOutOfWarp,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_appendMomoOrientationResults,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoMultiClass,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoConfidence,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoApproval,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesScores,2FOV,False,N/A,N/A
VD3DDetection_MF_unifyKillsPostClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMulticlassTypes,2FOV,False,N/A,N/A
VD3DDetection_MF_calcAndSetTypeInfo,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDirectionNet,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensionsOnRect,2FOV,False,N/A,N/A
VD3DDetection_MF_RectAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_FixOrientationWithWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_BottomAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_AlignAndApproveVDWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_EdgeAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_OrientationFinalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_SemanticOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_BlinkingBraking,2FOV,False,N/A,N/A
VD3DDetection_MF_MomoEndFrame,2FOV,False,N/A,N/A
VD3DDetection_MF_correctMFrect__FOR_BITEXACT,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoBackbone,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoTrackParams,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOutOfWarp,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_appendMomoOrientationResults,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoMultiClass,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoConfidence,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoApproval,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesScores,2FOV,False,N/A,N/A
VD3DDetection_MF_unifyKillsPostClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMulticlassTypes,2FOV,False,N/A,N/A
VD3DDetection_MF_calcAndSetTypeInfo,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDirectionNet,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensionsOnRect,2FOV,False,N/A,N/A
VD3DDetection_MF_RectAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_FixOrientationWithWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_BottomAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_AlignAndApproveVDWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_EdgeAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_OrientationFinalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_SemanticOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_BlinkingBraking,2FOV,False,N/A,N/A
VD3DDetection_MF_MomoEndFrame,2FOV,False,N/A,N/A
VD3DDetection_MF_correctMFrect__FOR_BITEXACT,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoBackbone,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoTrackParams,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOutOfWarp,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOrientation,2FOV,False,N/A,N/A
VD3DDetection_MF_appendMomoOrientationResults,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoMultiClass,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoConfidence,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMomoApproval,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesScores,2FOV,False,N/A,N/A
VD3DDetection_MF_unifyKillsPostClassification,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMulticlassTypes,2FOV,False,N/A,N/A
VD3DDetection_MF_calcAndSetTypeInfo,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDirectionNet,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensionsOnRect,2FOV,False,N/A,N/A
VD3DDetection_MF_RectAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_FixOrientationWithWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_BottomAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_AlignAndApproveVDWheels,2FOV,False,N/A,N/A
VD3DDetection_MF_EdgeAlignment,2FOV,False,N/A,N/A
VD3DDetection_MF_OrientationFinalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_SemanticOcclusion,2FOV,False,N/A,N/A
VD3DDetection_MF_BlinkingBraking,2FOV,False,N/A,N/A
VD3DDetection_MF_MomoEndFrame,2FOV,False,N/A,N/A
VD3DDetection_MF_correctMFrect__FOR_BITEXACT,2FOV,False,N/A,N/A
VD3DDetection_MF_mergeChildren,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetFeaturesExtractor,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetTrackParamsMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetOcclusionMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetBoxMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensions,2FOV,False,N/A,N/A
VD3DDetection_MF_updateDimensionsOcclusionInvalidity,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetFeaturesExtractor,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetTrackParamsMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetOcclusionMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetBoxMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensions,2FOV,False,N/A,N/A
VD3DDetection_MF_updateDimensionsOcclusionInvalidity,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetFeaturesExtractor,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetTrackParamsMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetOcclusionMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetBoxMLP,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMovingNotMovingScoresForMF,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMovingNotMovingScoresForMF,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMovingNotMovingScoresForMF,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMfSignature,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_solveConflicts,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_perCam,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMfSignature,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_solveConflicts,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_perCam,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMfSignature,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalDecision,2FOV,False,N/A,N/A
VD3DDetection_MF_solveConflicts,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_perCam,2FOV,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_global,2FOV,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensions,2FOV,False,N/A,N/A
VD3DDetection_MF_updateDimensionsOcclusionInvalidity,2FOV,False,N/A,N/A
VD3DDetection_SEMANTIC_classifiers,2FOV,False,N/A,N/A
VD3DDetection_SEMANTIC_classifiers,2FOV,False,N/A,N/A
VD3DDetection_SEMANTIC_classifiers,2FOV,False,N/A,N/A
VD3DDetection_createIdReplacmentMapping,2FOV,False,N/A,N/A
VD3DCalcNaiveZAndWarpForAssociation,2FOV,False,N/A,N/A
VD3DObjectAssociation_MultiCamera,2FOV,False,N/A,N/A
VD3DObjectAssociation_updatePoProperties,2FOV,False,N/A,N/A
VD3DObjectAssociation_FinalDecision,2FOV,False,N/A,N/A
VD3DEarlyTracking,2FOV,False,N/A,N/A
registerFcwValidation_VCL,2FOV,False,N/A,N/A
prepFcwValidation_VCL,2FOV,False,N/A,N/A
prepFcwValidationHarris_VCL,2FOV,False,N/A,N/A
prepPointsTracker_VCL,2FOV,False,N/A,N/A
trackAndFitModelFcwValidation_VCL,2FOV,False,N/A,N/A
VD3DDetection_concludeFrame,2FOV,False,N/A,N/A
GOBLINDetection_RunFrame_sync2_wait_for_vd_and_fs,2FOV,False,N/A,N/A
SCM_getGOData,2FOV,False,SCM,14
EgoMotion_updateIF,2FOV,False,N/A,N/A
LC_pedsDetectionPrepare,2FOV,False,N/A,N/A
roadTrackingcalcEM_PED,2FOV,False,road,12
FCVTrackRoadModel_PED,2FOV,False,N/A,N/A
calcCollision_sync4_collisionCalcTaskDone,2FOV,False,collision,18
fillCollision,2FOV,False,N/A,N/A
startTemplateTrackingSession,2FOV,False,N/A,N/A
postTemplateTrackingSession,2FOV,False,N/A,N/A
vclCliquesPostTemplateTracking,2FOV,False,N/A,N/A
registerNewFrameFCW_afterSuspectTracking,2FOV,False,N/A,N/A
vclCliquesCreateCliques,2FOV,False,N/A,N/A
vclPreFilterCloseRangeCliques,2FOV,False,N/A,N/A
vclPostFilterCloseRangeCliques,2FOV,False,N/A,N/A
vclDnnClassTypeDecision,2FOV,False,N/A,N/A
vclSaveDataForVD3D_AfterDetection,2FOV,False,N/A,N/A
VD3DFPostDetection_without_peds,2FOV,False,N/A,N/A
VD3DFPostDetection_without_peds_sync1_task_postDetectionSetDetectionBox_beforePeds,2FOV,False,N/A,N/A
VD3DFPostDetection_without_peds_sync2_task_postDetectionDone_beforePeds,2FOV,False,N/A,N/A
pedUpdateDetectionIF,2FOV,True,Pedestrians,15
VD3DFPostDetection,2FOV,False,N/A,N/A
VD3DFPostDetection_sync1_task_postDetectionSetDetectionBox_afterPeds,2FOV,False,N/A,N/A
VD3DFPostDetection_sync2_task_postDetectionDone_afterPeds,2FOV,False,N/A,N/A
VD3DMultiAppearanceTracking,2FOV,False,N/A,N/A
cvPreparePoints,2FOV,False,N/A,N/A
VD3DDetection_MF_sideMotionCalculation,2FOV,False,N/A,N/A
VD3DCalcPedsRelation,2FOV,False,N/A,N/A
FCWEngineUpdateFrameInputs,2FOV,False,N/A,N/A
VD2DCalcFCWModels,2FOV,False,N/A,N/A
initFrameRFD,2FOV,False,N/A,N/A
updateYZModelAndKalmanForNextFrame,2FOV,False,N/A,N/A
updateYZModelFromEgoKalman,2FOV,False,N/A,N/A
vclCliquesMeasurements,2FOV,False,N/A,N/A
vclSetTunnelClassification,2FOV,False,N/A,N/A
prepBikeDayTiltCalculation,2FOV,False,N/A,N/A
tiltCalculatorExecVHFB,2FOV,False,N/A,N/A
tiltCalculatorExecLOS,2FOV,False,N/A,N/A
dnn_CC_MfNight,2FOV,False,N/A,N/A
dnn_CC_MfDay,2FOV,False,N/A,N/A
dnn_Bikes_MfNight,2FOV,False,N/A,N/A
dnn_Bikes_MfDay,2FOV,False,N/A,N/A
dnnMfNight,2FOV,False,N/A,N/A
dnnMfDay,2FOV,False,N/A,N/A
updateDriverActivity_VCL_T1,2FOV,False,N/A,N/A
updateDriverActivity_VCL_T1,2FOV,False,N/A,N/A
updateDriverActivity_PEDS_T1,2FOV,True,Pedestrians,15
roadUpdatePitchAndReferenceY,2FOV,False,road,12
VD2DUpdateEgoKalmanPAndRDC,2FOV,False,N/A,N/A
vclCliquesPostClassifiers,2FOV,False,N/A,N/A
vclCliquesOtherScores,2FOV,False,N/A,N/A
egoKalmanUpdateIF,2FOV,False,N/A,N/A
VD3DMarkTargetsForTemplateTracking,2FOV,False,N/A,N/A
VD3DTracking,2FOV,False,N/A,N/A
VD3DRegisterEarlyTemplateTracking,2FOV,False,N/A,N/A
VD3DEarlyTemplateTracking,2FOV,False,N/A,N/A
VD3DRegisterTemplateTracking,2FOV,False,N/A,N/A
VD3DTemplateTracking,2FOV,False,N/A,N/A
roadUnifiedApproval,2FOV,False,road,12
roadUnifiedGeometryAnalysis,2FOV,False,road,12
roadUnifiedGeometryAnalysis_sync1_correctPar,2FOV,False,road,12
roadUnifiedGeometryAnalysis_sync2_endCorrectPar,2FOV,False,road,12
roadPostCorrectGeometry,2FOV,False,road,12
roadASILsfConfDisqualification,2FOV,False,road,12
roadASILsfConfDisqualification,2FOV,False,road,12
roadEndFrame,2FOV,False,road,12
roadUpdateGoblinObjects,2FOV,False,road,12
roadFillRoadIF,2FOV,False,road,12
updateNav2Polynomial,2FOV,False,N/A,N/A
saveDataForLocalization,2FOV,False,N/A,N/A
roadUpdateForNextFrame,2FOV,False,road,12
roadASILFastAgendaValidation,2FOV,False,road,12
roadFillRoadSafetyIF,2FOV,False,road,12
roadCopySlowIFToFastIF,2FOV,False,road,12
prepLaneAssignmentModels,2FOV,False,N/A,N/A
runLaneAssignmentFrameData,2FOV,False,N/A,N/A
memRoadPointsFillTable,2FOV,False,N/A,N/A
meMemSetRoadModelData,2FOV,False,N/A,N/A
meMemSetRoadSlowData,2FOV,False,N/A,N/A
MEMemHarvesterComputeSplines,2FOV,False,MEMem,11
MEMemUpdateSpeedFactor,2FOV,False,MEMem,11
calcSunFailsafes,2FOV,False,N/A,N/A
calcSunFailsafes_sync1_sunCalcTask,2FOV,False,N/A,N/A
calcSunFailsafes_sync2_sunCalcTask,2FOV,False,N/A,N/A
calcPartialBlockage_sync2_waitForVclRoadIF,2FOV,False,N/A,N/A
calcPartialBlockage_sync3_waitForHRSpots,2FOV,False,N/A,N/A
calcPartialBlockage_sync4_waitForPartialBlockageDNN,2FOV,False,N/A,N/A
calcBasicFailsafes_sync3_basicCalcTaskDone,2FOV,False,N/A,N/A
calcGenericFsFeatures,2FOV,False,N/A,N/A
calcGenericFsFeatures_sync1_genFeaturesCalcTask,2FOV,False,N/A,N/A
calcGenericFsFeatures_sync2_genFeaturesCalcTask,2FOV,False,N/A,N/A
calcGenericFsFeatures_sync3_genFeaturesCalcTask,2FOV,False,N/A,N/A
calcGenericFsFeatures_sync4_genFeaturesCalcTask,2FOV,False,N/A,N/A
calcSnow_sync1_waitForBlurHistogram,2FOV,False,N/A,N/A
calcBlur_sync1_publishBlurHistogram,2FOV,False,N/A,N/A
calcBlur_sync2_waitForVclMatching,2FOV,False,N/A,N/A
calcLowSun_sync1_readyToUpdateLowSun,2FOV,False,N/A,N/A
VD3DUpdateRoadModels,2FOV,False,N/A,N/A
TSRSetRoadInfo,2FOV,False,TSR,0
TSRSetHPPInfo,2FOV,False,TSR,0
pedFcwUpdateSignals,2FOV,True,Pedestrians,15
cvFcwUpdateSignals,2FOV,False,N/A,N/A
pedalConfusionInitFrame,2FOV,False,fusion,7
filterCliquesFinalFilters,2FOV,True,Pedestrians,15
saveRectForFcwValidation_PED,2FOV,False,N/A,N/A
pedApproveMFObjectsPart1,2FOV,True,Pedestrians,15
prepYProjection_PED,2FOV,False,N/A,N/A
updateFcwValidation_PED,2FOV,False,N/A,N/A
pedFcwFrameUpdateNoRadarFusion,2FOV,False,N/A,N/A
pedApproveMFObjectsPart2,2FOV,True,Pedestrians,15
updateLaneAssignement,2FOV,True,Pedestrians,15
preprocessRadarTargets,2FOV,False,N/A,N/A
pedFcwObjectsUpdate,2FOV,False,N/A,N/A
pedFcwAccelCalc,2FOV,True,Pedestrians,15
pedDfovMatching,2FOV,True,Pedestrians,15
calcOnAllCliquesAtEnd,2FOV,True,Pedestrians,15
prepareBikesWaistups,2FOV,True,Pedestrians,15
VD3DPostTemplateTracking,2FOV,False,N/A,N/A
saveRectForFcwValidation_VCL,2FOV,False,N/A,N/A
predictFcwValidation_VCL,2FOV,False,N/A,N/A
updateFcwValidation_VCL,2FOV,False,N/A,N/A
updateFcwValidation_VCL_sync1_rkf_task,2FOV,False,N/A,N/A
updateFcwValidation_VCL_sync2_fkf_task,2FOV,False,N/A,N/A
updateFcwValidation_VCL_sync3_fcwVks_sync,2FOV,False,N/A,N/A
CRupdateForNextFrame,2FOV,False,N/A,N/A
pedFcwFrameUpdatePedObj,2FOV,False,N/A,N/A
fillPedFCWIF,2FOV,True,Pedestrians,15
pedValidateTTC,2FOV,True,Pedestrians,15
pedValidateTTC,2FOV,True,Pedestrians,15
pedValidateROI,2FOV,True,Pedestrians,15
pedValidateROI,2FOV,True,Pedestrians,15
pedValidatePosition,2FOV,True,Pedestrians,15
pedValidatePosition,2FOV,True,Pedestrians,15
pedValidateCO,2FOV,True,Pedestrians,15
setAlertByValidation,2FOV,True,Pedestrians,15
pedValidateCO,2FOV,True,Pedestrians,15
setAlertByValidation,2FOV,True,Pedestrians,15
pedFcwFrameUpdate,2FOV,False,N/A,N/A
VD3DCleanFalsePositiveRetentions,2FOV,False,N/A,N/A
TSRSetVehicleGlobalInfo,2FOV,False,TSR,0
pedalConfusionEndFrame,2FOV,False,fusion,7
RFDFillIF,2FOV,False,N/A,N/A
RFDEndFrame,2FOV,False,N/A,N/A
TSRAttentionInitFrame,2FOV,False,TSR,0
runNSSRmAttention,2FOV,False,N/A,N/A
runAttention,2FOV,False,N/A,N/A
runAttention_sync1_IDstartAttentionCamera_si0,2FOV,False,N/A,N/A
runAttention_sync2_IDstartAttentionCamera_si1,2FOV,False,N/A,N/A
runAttention_sync3_IDstartAttentionCamera_si2,2FOV,False,N/A,N/A
runAttention_sync4_IDstartAttentionCamera_si3,2FOV,False,N/A,N/A
runAttention_sync5_IDstartAttentionCamera_si4,2FOV,False,N/A,N/A
runAttention_sync6_IDstartAttentionCamera_si5,2FOV,False,N/A,N/A
runAttention_sync7_IDstartAttentionCamera_si6,2FOV,False,N/A,N/A
runAttention_sync8_IDstartAttentionCamera_si7,2FOV,False,N/A,N/A
runAttention_sync9_IDstartAttentionCamera_si8,2FOV,False,N/A,N/A
runAttention_sync10_IDendAttentionCamera_si0,2FOV,False,N/A,N/A
runAttention_sync11_IDendAttentionCamera_si1,2FOV,False,N/A,N/A
runAttention_sync12_IDendAttentionCamera_si2,2FOV,False,N/A,N/A
runAttention_sync13_IDendAttentionCamera_si3,2FOV,False,N/A,N/A
runAttention_sync14_IDendAttentionCamera_si4,2FOV,False,N/A,N/A
runAttention_sync15_IDendAttentionCamera_si5,2FOV,False,N/A,N/A
runAttention_sync16_IDendAttentionCamera_si6,2FOV,False,N/A,N/A
runAttention_sync17_IDendAttentionCamera_si7,2FOV,False,N/A,N/A
runAttention_sync18_IDendAttentionCamera_si8,2FOV,False,N/A,N/A
TSRPruneAndDumpRects,2FOV,False,TSR,0
TSRRoadMarkingsPruneAndDumpRects,2FOV,False,TSR,0
TSRCreateSingleFrame,2FOV,False,TSR,0
TSRCreateSingleFrame_sync1_IDstartSystemAlign_si0,2FOV,False,TSR,0
TSRCreateSingleFrame_sync2_IDstartSystemAlign_si1,2FOV,False,TSR,0
TSRCreateSingleFrame_sync3_IDstartSystemAlign_si2,2FOV,False,TSR,0
TSRCreateSingleFrame_sync4_IDstartSystemAlign_si3,2FOV,False,TSR,0
TSRCreateSingleFrame_sync5_IDstartSystemAlign_si4,2FOV,False,TSR,0
TSRCreateSingleFrame_sync6_IDstartSystemAlign_si5,2FOV,False,TSR,0
TSRCreateSingleFrame_sync7_IDstartSystemAlign_si6,2FOV,False,TSR,0
TSRCreateSingleFrame_sync8_IDstartSystemAlign_si7,2FOV,False,TSR,0
TSRCreateSingleFrame_sync9_IDstartSystemAlign_si8,2FOV,False,TSR,0
TSRCreateSingleFrame_sync10_IDstartSystemAlign_si9,2FOV,False,TSR,0
TSRCreateSingleFrame_sync11_IDstartSystemAlign_si10,2FOV,False,TSR,0
TSRCreateSingleFrame_sync12_IDstartSystemAlign_si11,2FOV,False,TSR,0
TSRCreateSingleFrame_sync13_IDstartSystemAlign_si12,2FOV,False,TSR,0
TSRCreateSingleFrame_sync14_IDstartSystemAlign_si13,2FOV,False,TSR,0
TSRCreateSingleFrame_sync15_IDstartSystemAlign_si14,2FOV,False,TSR,0
TSRCreateSingleFrame_sync16_IDstartSystemAlign_si15,2FOV,False,TSR,0
TSRCreateSingleFrame_sync17_IDstartSystemAlign_si16,2FOV,False,TSR,0
TSRCreateSingleFrame_sync18_IDstartSystemAlign_si17,2FOV,False,TSR,0
TSRCreateSingleFrame_sync19_IDstartSystemAlign_si18,2FOV,False,TSR,0
TSRCreateSingleFrame_sync20_IDstartSystemAlign_si19,2FOV,False,TSR,0
TSRCreateSingleFrame_sync21_IDstartSystemAlign_si20,2FOV,False,TSR,0
TSRCreateSingleFrame_sync22_IDstartSystemAlign_si21,2FOV,False,TSR,0
TSRCreateSingleFrame_sync23_IDstartSystemAlign_si22,2FOV,False,TSR,0
TSRCreateSingleFrame_sync24_IDendSystemAlign_si0,2FOV,False,TSR,0
TSRCreateSingleFrame_sync25_IDendSystemAlign_si1,2FOV,False,TSR,0
TSRCreateSingleFrame_sync26_IDendSystemAlign_si2,2FOV,False,TSR,0
TSRCreateSingleFrame_sync27_IDendSystemAlign_si3,2FOV,False,TSR,0
TSRCreateSingleFrame_sync28_IDendSystemAlign_si4,2FOV,False,TSR,0
TSRCreateSingleFrame_sync29_IDendSystemAlign_si5,2FOV,False,TSR,0
TSRCreateSingleFrame_sync30_IDendSystemAlign_si6,2FOV,False,TSR,0
TSRCreateSingleFrame_sync31_IDendSystemAlign_si7,2FOV,False,TSR,0
TSRCreateSingleFrame_sync32_IDendSystemAlign_si8,2FOV,False,TSR,0
TSRCreateSingleFrame_sync33_IDendSystemAlign_si9,2FOV,False,TSR,0
REFS_processFrameAllLm2,2FOV,False,N/A,N/A
calcSpotsFailsafes,2FOV,False,N/A,N/A
hrSpotsUpdateReportDistance,2FOV,True,hrSpots,10
hrSpotsClearDeadSpotsList,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRaw,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineL0,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineLM1,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFPrincipalPoints,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationMF,2FOV,True,hrSpots,10
hrSpotsPublish,2FOV,True,hrSpots,10
hrSpotsReducedSensitivityScene,2FOV,True,hrSpots,10
hrSpotsInitFrame,2FOV,True,hrSpots,10
hrSpotsTrackingInitFrame,2FOV,True,hrSpots,10
hrSpotsTrackingComputeSearchRectForMFSpots,2FOV,True,hrSpots,10
hrSpotsAttentionInitFrame,2FOV,True,hrSpots,10
hrSpotsFindToneCandidates,2FOV,False,hrSpots,10
hrSpotsBuildLightCandidates,2FOV,False,hrSpots,10
hrSpotsMergeAndSplitLightCandidates,2FOV,False,hrSpots,10
runRawProcessor,2FOV,False,N/A,N/A
runRawProcessor,2FOV,False,N/A,N/A
hrSpotsPostLightCandidates,2FOV,False,hrSpots,10
hrSpotsBuildSpots,2FOV,True,hrSpots,10
hrSpotsFilterBadSpots,2FOV,True,hrSpots,10
hrSpotsUpdateEgoSpeed,2FOV,True,hrSpots,10
hrSpotsCalcSFCheapFeatures,2FOV,True,hrSpots,10
hrSpotsFinalizeSpots,2FOV,True,hrSpots,10
sfSpotsCNNclassifiersC3,2FOV,False,N/A,N/A
hrSpotsPostCalcSFFlatness,2FOV,True,hrSpots,10
hrSpotsTrackingBeforePitch,2FOV,True,hrSpots,10
hrSpotsTrackingCalcPitch,2FOV,True,hrSpots,10
hrSpotsTrackingAfterPitch,2FOV,True,hrSpots,10
hrSpotsClusterSpots,2FOV,True,hrSpots,10
hrSpotsCalcSFRedness,2FOV,True,hrSpots,10
hrSpotsTrackingMatch,2FOV,True,hrSpots,10
hrSpotsUpdateSLDistanceClassificationData,2FOV,True,hrSpots,10
hrSpotsCalcFeatures,2FOV,True,hrSpots,10
hrSpotsXYClassifyC3,2FOV,False,hrSpots,10
hrSpotsCollectClassifierFeatures,2FOV,True,hrSpots,10
hrSpotsDecisionClassifySpotsC3,2FOV,False,hrSpots,10
hrSpotsClassifySpots,2FOV,True,hrSpots,10
hrSpotsRemoveCouplesWithDeadSpots,2FOV,True,hrSpots,10
hrSpotsUpdateVdId,2FOV,True,hrSpots,10
hrSpotsSyncVehicles,2FOV,True,hrSpots,10
hrSpotsUpdateSingleSpotSceneData,2FOV,True,hrSpots,10
hrSpotsOnlineCalibrationInitFrame,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationCalcCannyEdges,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRaw,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineL0,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineLM1,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFPrincipalPoints,2FOV,True,hrSpots,10
hrSpotsRunOnlineCalibrationMF,2FOV,True,hrSpots,10
hrSpotsInitModelReportFrame,2FOV,True,hrSpots,10
hrSpotsUpdateReportDistance,2FOV,True,hrSpots,10
hrSpotsClearDeadSpotsList,2FOV,True,hrSpots,10
hrSpotsPrepareForLightconeScene,2FOV,True,hrSpots,10
hrSpotsInitModelReport,2FOV,True,hrSpots,10
hrSpotsInitOnlineCalibrationReport,2FOV,True,hrSpots,10
hrSpotsPublish,2FOV,True,hrSpots,10
hrSpotsUpdateDriverProfileInput,2FOV,True,hrSpots,10
hrSpotsUpdateCloseOCInScene,2FOV,True,hrSpots,10
electricGridEndFrame,2FOV,False,N/A,N/A
